campo1,campo2,campo3,campo4
6280,439D0,TRUE,7/4/1986
5740,4-22Q,TRUE,10/4/1986
4236,K@=6N,FALSE,22/4/1986
-5601,4;LDD,TRUE,22/4/1986
-2446,X4HT-,FALSE,26/4/1986
7273,-U;E8,TRUE,26/4/1986
-665,R7K?Z,FALSE,27/4/1986
-5514,U-PY@,FALSE,2/5/1986
-3842,STPIR,FALSE,5/5/1986
-9103,<.?D4,TRUE,6/5/1986
-2056,16KK3,TRUE,7/5/1986
-9619,-3XBN,TRUE,8/5/1986
1402,5VWT:,FALSE,16/5/1986
5426,YUZB4,FALSE,19/5/1986
5688,EL39N,FALSE,21/5/1986
-8490,3?-@E,TRUE,22/5/1986
-2301,6D/@2,TRUE,22/5/1986
3573,;2SBJ,TRUE,25/5/1986
3858,?P>RJ,FALSE,26/5/1986
5638,<NPQI,FALSE,1/6/1986
-191,:H<O@,TRUE,1/6/1986
6160,E>51>,TRUE,1/6/1986
8857,WJ/PE,FALSE,6/6/1986
6179,KI>JA,FALSE,12/6/1986
-2959,C<3PU,FALSE,18/6/1986
-9887,PKA<A,FALSE,19/6/1986
5448,.T5UM,TRUE,22/6/1986
1460,.RJZB,TRUE,3/7/1986
-2469,-O;VY,FALSE,7/7/1986
8466,H3QV@,FALSE,7/7/1986
4081,HZMR;,TRUE,10/7/1986
-3046,F>I5<,FALSE,14/7/1986
-5339,YU2G-,FALSE,18/7/1986
3131,MHX=D,FALSE,19/7/1986
8837,PW;S0,FALSE,20/7/1986
-9926,9BS?H,FALSE,24/7/1986
4707,O0I43,FALSE,1/8/1986
-8183,>A1ZM,FALSE,6/8/1986
-7521,E;5@O,TRUE,10/8/1986
-3544,.NQSP,FALSE,11/8/1986
8768,9O?IT,FALSE,19/8/1986
-7701,G>B1X,TRUE,21/8/1986
-8895,;.JIM,FALSE,22/8/1986
-1199,IHI7T,TRUE,22/8/1986
-5606,7E<=S,TRUE,25/8/1986
762,G:.V:,FALSE,26/8/1986
-895,5H08M,FALSE,27/8/1986
3440,5XRW6,FALSE,28/8/1986
5099,B4?C1,FALSE,2/9/1986
8503,HZ4ID,TRUE,4/9/1986
6596,6-@Z/,TRUE,13/9/1986
6994,<X58K,FALSE,22/9/1986
-496,D.VYY,TRUE,23/9/1986
-1674,NHXH4,FALSE,25/9/1986
1069,4SLAO,FALSE,1/10/1986
-9911,;S.UP,TRUE,1/10/1986
4305,VHVRX,FALSE,2/10/1986
-616,RK>C9,FALSE,3/10/1986
1493,JPIJT,FALSE,10/10/1986
-1156,.3A?X,TRUE,10/10/1986
7399,Z46XG,FALSE,11/10/1986
2085,DQ1T>,TRUE,11/10/1986
-5099,1A4K?,FALSE,12/10/1986
2587,25PR<,TRUE,13/10/1986
-9104,P;R46,FALSE,15/10/1986
2471,I;-K@,TRUE,20/10/1986
2334,2?NGP,TRUE,26/10/1986
-2444,?5SNK,TRUE,27/10/1986
-6361,::3=Y,TRUE,4/11/1986
-3715,GHV.9,FALSE,9/11/1986
1179,>?O-F,TRUE,10/11/1986
-2744,HHQ3C,TRUE,11/11/1986
9045,IAVOS,TRUE,12/11/1986
-6686,5P93L,TRUE,18/11/1986
-8792,=/KXI,FALSE,20/11/1986
8801,7N>LX,FALSE,4/12/1986
3889,F=YG<,FALSE,11/12/1986
5182,RC?->,FALSE,14/12/1986
9278,AB:FC,TRUE,17/12/1986
-3246,1GHIB,TRUE,23/12/1986
-1727,C7H77,TRUE,24/12/1986
3703,@S-1;,FALSE,2/1/1987
3374,@EZJK,TRUE,6/1/1987
4625,JBHTQ,FALSE,7/1/1987
1954,?K>Q3,FALSE,9/1/1987
343,4VHG1,FALSE,12/1/1987
-265,VL<IF,FALSE,14/1/1987
-5956,J8<C<,TRUE,15/1/1987
-2071,<D;@Y,TRUE,17/1/1987
-5420,R4-IU,FALSE,1/2/1987
-4930,;CZ=3,TRUE,9/2/1987
-8792,DJ3OZ,TRUE,10/2/1987
-8401,IP5/9,FALSE,17/2/1987
-489,62G<3,TRUE,18/2/1987
7221,8N3D:,FALSE,20/2/1987
-116,L2X?O,FALSE,20/2/1987
-3286,7/DV@,TRUE,20/2/1987
-9661,JOBD=,FALSE,24/2/1987
-4789,==SK>,FALSE,4/3/1987
3796,P/9J?,FALSE,7/3/1987
3257,C1.53,TRUE,9/3/1987
-4627,GO=SP,FALSE,16/3/1987
6039,GKQXN,FALSE,17/3/1987
9203,JOW.3,FALSE,18/3/1987
-2642,V=;8J,FALSE,20/3/1987
-5338,E6FVC,FALSE,21/3/1987
2543,XBSZ=,FALSE,4/4/1987
1288,3@-GI,FALSE,8/4/1987
7375,GA6DG,TRUE,10/4/1987
-8171,>G16X,TRUE,14/4/1987
-507,7;08/,FALSE,17/4/1987
-5185,-O:/:,FALSE,28/4/1987
-1782,EZI4-,TRUE,28/4/1987
-9810,6EVW-,FALSE,1/5/1987
1434,ZMJOO,FALSE,8/5/1987
-4733,.OS8Q,TRUE,11/5/1987
-9242,4;F?D,TRUE,20/5/1987
8577,FGZ1K,TRUE,23/5/1987
2775,FB-9Z,TRUE,24/5/1987
1209,/.?E9,FALSE,25/5/1987
5918,/D9HF,TRUE,25/5/1987
3148,UT<D?,FALSE,26/5/1987
-3838,08>-M,TRUE,28/5/1987
7528,-8Z>Z,FALSE,3/6/1987
1633,O/Y<H,FALSE,3/6/1987
-1026,/MZ?A,TRUE,5/6/1987
1512,8WYJ-,TRUE,5/6/1987
3615,701L@,FALSE,6/6/1987
-2706,EB/JE,FALSE,9/6/1987
-8105,R;-JT,FALSE,13/6/1987
-4536,X4-P@,FALSE,17/6/1987
654,DMWQ@,TRUE,17/6/1987
8921,IO2-L,TRUE,19/6/1987
-7878,G352B,TRUE,14/7/1987
-8971,I9RPN,FALSE,21/7/1987
-733,6:BWX,TRUE,23/7/1987
7963,JLK:8,FALSE,26/7/1987
329,5TUW=,FALSE,1/8/1987
-7205,@L940,TRUE,8/8/1987
-4508,53?A2,FALSE,10/8/1987
5960,5P7SC,TRUE,10/8/1987
-5239,OV=<A,FALSE,14/8/1987
-9877,F7L?H,TRUE,14/8/1987
-9915,<HZ;L,TRUE,17/8/1987
-6017,U4C2/,FALSE,22/8/1987
9523,6AQI.,FALSE,27/8/1987
6053,X5=AZ,FALSE,28/8/1987
-4213,AQ->U,FALSE,1/9/1987
-8801,/0UT1,TRUE,2/9/1987
5101,CXHLZ,FALSE,3/9/1987
6849,2ZMD;,TRUE,6/9/1987
6576,.50E?,TRUE,8/9/1987
-6552,DDPWH,TRUE,12/9/1987
2237,85OB1,FALSE,14/9/1987
-8016,OZRFE,FALSE,19/9/1987
-7665,8;:97,TRUE,20/9/1987
-385,@AQ0P,TRUE,22/9/1987
6006,G>0/2,FALSE,24/9/1987
-2498,SXREW,FALSE,26/9/1987
-7596,-U;6>,FALSE,2/10/1987
-7947,6ZY5X,FALSE,3/10/1987
-8888,-M204,TRUE,8/10/1987
312,SBE4T,FALSE,10/10/1987
365,K.F;9,FALSE,12/10/1987
9935,:;:/A,FALSE,13/10/1987
-1129,1D9MU,TRUE,13/10/1987
4452,=EYC?,FALSE,21/10/1987
6431,GFS12,FALSE,22/10/1987
704,XRM10,FALSE,23/10/1987
8963,4NVI5,TRUE,23/10/1987
-2058,8G5/-,FALSE,26/10/1987
-1358,DB6LC,TRUE,27/10/1987
-353,I3JNF,FALSE,28/10/1987
1775,K66?T,FALSE,28/10/1987
-8496,557Z>,TRUE,28/10/1987
9931,EP5MK,TRUE,2/11/1987
4511,HDGU?,TRUE,5/11/1987
8099,:-?/K,TRUE,6/11/1987
-6504,DNNI<,FALSE,7/11/1987
4986,JNDNL,FALSE,7/11/1987
-739,/-A2S,FALSE,13/11/1987
450,@>=T?,TRUE,24/11/1987
-7120,9SG:@,FALSE,2/12/1987
8565,A2B@@,FALSE,8/12/1987
7103,7TVUF,TRUE,8/12/1987
9671,/BQMU,TRUE,17/12/1987
1403,9YXIV,TRUE,21/12/1987
7170,JL?3W,TRUE,22/12/1987
-8255,3DQ<Q,TRUE,23/12/1987
7377,RBRN/,FALSE,25/12/1987
-2439,8>1/0,FALSE,26/12/1987
951,7J03L,TRUE,26/12/1987
3000,SSM93,FALSE,2/1/1988
-1096,2>L<<,FALSE,3/1/1988
757,7R9=I,TRUE,3/1/1988
-8133,@NNO3,TRUE,3/1/1988
9488,0ASUJ,TRUE,4/1/1988
-9635,I2YQQ,TRUE,8/1/1988
4265,.1R9;,FALSE,12/1/1988
-8286,L<FG:,FALSE,13/1/1988
-6456,XFJCM,FALSE,16/1/1988
-624,S375Q,FALSE,17/1/1988
-6689,155F6,FALSE,18/1/1988
984,F@2K4,FALSE,20/1/1988
-6854,7XBS5,FALSE,27/1/1988
-6491,TWB;>,FALSE,27/1/1988
4414,5EEFK,FALSE,3/2/1988
-5289,0/GGA,TRUE,3/2/1988
79,9E1N/,TRUE,4/2/1988
7104,-DOY?,FALSE,5/2/1988
9630,K5ZOW,TRUE,10/2/1988
567,DA:5F,FALSE,11/2/1988
7745,V.=QH,FALSE,12/2/1988
6719,ES4.U,FALSE,14/2/1988
-1096,IXI78,FALSE,14/2/1988
-5199,DLD;Y,TRUE,17/2/1988
-4639,EHI5Q,TRUE,20/2/1988
-4831,<GN:3,FALSE,25/2/1988
-9401,?7:>N,FALSE,27/2/1988
4569,>E/08,FALSE,6/3/1988
1,IE02>,FALSE,7/3/1988
1707,E1R9U,FALSE,21/3/1988
6347,@WL>2,TRUE,21/3/1988
4656,9ZZ-0,TRUE,24/3/1988
-6657,59.SA,TRUE,1/4/1988
854,TV315,FALSE,2/4/1988
1792,=PUZ>,TRUE,5/4/1988
-897,YES1C,FALSE,12/4/1988
8477,5IFSC,TRUE,12/4/1988
3208,9OZ?3,TRUE,16/4/1988
-495,GSQ7N,FALSE,21/4/1988
2725,HPC71,FALSE,27/4/1988
6209,;4<P/,FALSE,28/4/1988
-4072,@99OU,TRUE,28/4/1988
6794,QRIA-,FALSE,1/5/1988
-323,;3VPW,FALSE,2/5/1988
5060,9A;GK,TRUE,2/5/1988
-7889,383LR,TRUE,4/5/1988
-5364,>F69T,TRUE,4/5/1988
236,CU6DF,FALSE,17/5/1988
9284,FJO7-,FALSE,17/5/1988
9418,T4QY0,FALSE,17/5/1988
8522,H9//N,TRUE,18/5/1988
6846,F:6T/,FALSE,19/5/1988
-3584,G1FU?,TRUE,26/5/1988
5394,O4X1X,FALSE,27/5/1988
9797,5YI.8,TRUE,4/6/1988
-9044,=HDSG,FALSE,7/6/1988
-5819,K>XY.,FALSE,8/6/1988
-6453,/R/=V,FALSE,9/6/1988
-8476,ZPOAB,FALSE,11/6/1988
2419,TNT5A,FALSE,18/6/1988
4526,Q@><C,FALSE,23/6/1988
-2488,?9>DE,FALSE,25/6/1988
7497,M7CXC,FALSE,25/6/1988
6718,-8999,FALSE,27/6/1988
-2110,C<=>U,TRUE,27/6/1988
553,0080S,TRUE,28/6/1988
-5083,6NMNS,TRUE,2/7/1988
-7781,04E73,FALSE,15/7/1988
790,6>-90,FALSE,16/7/1988
2050,BC2HK,TRUE,16/7/1988
3008,7>9F;,TRUE,18/7/1988
8088,==@/V,TRUE,18/7/1988
7955,58T5N,FALSE,28/7/1988
-4560,KA<>W,FALSE,2/8/1988
6793,5P-5M,TRUE,3/8/1988
-7566,QOR6A,FALSE,7/8/1988
4013,GGBHN,FALSE,8/8/1988
4660,=GEPK,TRUE,11/8/1988
-7136,K771<,FALSE,14/8/1988
9757,EX:3V,TRUE,22/8/1988
8049,S8-KA,FALSE,3/9/1988
-3019,.WKAQ,TRUE,9/9/1988
-2182,7?-@W,FALSE,20/9/1988
6090,8XAIQ,FALSE,22/9/1988
-6424,6ECY=,FALSE,23/9/1988
-3356,7ALM-,TRUE,24/9/1988
-4911,8AH?@,FALSE,28/9/1988
2414,A<6J.,FALSE,28/9/1988
-6282,AT7HJ,FALSE,2/10/1988
-9824,@.WPH,TRUE,3/10/1988
530,3V/HZ,TRUE,5/10/1988
-628,JN:5J,FALSE,6/10/1988
6048,1D@-2,TRUE,8/10/1988
408,?=YZN,TRUE,12/10/1988
2238,E/QAX,FALSE,21/10/1988
-6098,FDB83,TRUE,22/10/1988
3513,B=EK<,TRUE,24/10/1988
-1207,IQ3DX,TRUE,25/10/1988
5523,GGH6W,FALSE,26/10/1988
-8925,SJFW2,FALSE,2/11/1988
-5626,WRZ8P,FALSE,8/11/1988
-2183,/6<Z8,FALSE,9/11/1988
-4112,49Q./,TRUE,16/11/1988
958,5O-.Y,TRUE,16/11/1988
-6,=IZLU,FALSE,2/12/1988
-4991,7?DH0,FALSE,10/12/1988
-8365,D:.?4,FALSE,11/12/1988
8500,H4>WT,TRUE,14/12/1988
-968,B19=/,TRUE,15/12/1988
9658,CS-5P,FALSE,20/12/1988
-8736,SSHIC,FALSE,21/12/1988
3203,9OFXV,TRUE,21/12/1988
3889,=D-D@,FALSE,22/12/1988
-8393,I7SPZ,FALSE,4/1/1989
-4555,X5479,FALSE,6/1/1989
-8293,L>UXU,FALSE,12/1/1989
5288,/O9K@,TRUE,12/1/1989
6681,B8S>1,TRUE,13/1/1989
9217,15:?/,TRUE,14/1/1989
2982,9ME?F,TRUE,19/1/1989
-1986,VK?EF,FALSE,20/1/1989
-1883,=J.E:,TRUE,23/1/1989
-3052,EBNFN,TRUE,23/1/1989
8732,T=8PL,FALSE,24/1/1989
-3795,9N:;U,FALSE,25/1/1989
-1590,VZPG-,FALSE,1/2/1989
-8574,:KWY3,TRUE,4/2/1989
4444,C@.I@,TRUE,9/2/1989
-2055,DVOK4,FALSE,11/2/1989
-6912,LM1RI,FALSE,12/2/1989
5327,>ORSW,FALSE,14/2/1989
-9964,44M@@,FALSE,19/2/1989
6612,J7>/@,TRUE,22/2/1989
3792,>=.0X,TRUE,4/3/1989
4928,F25J?,TRUE,5/3/1989
1412,ESDRC,FALSE,6/3/1989
-4069,169>X,FALSE,9/3/1989
-9846,7FZPT,TRUE,9/3/1989
-3760,7AO;K,FALSE,14/3/1989
-8708,09;H8,TRUE,15/3/1989
9607,<-FNI,TRUE,15/3/1989
-9111,<;I;C,FALSE,3/4/1989
-7695,@D:KM,FALSE,4/4/1989
366,NEZ4T,FALSE,13/4/1989
7899,S5=W@,FALSE,14/4/1989
1698,BKXV@,FALSE,15/4/1989
-238,>;JI7,FALSE,22/4/1989
2996,-S-R>,TRUE,23/4/1989
-2673,8VOL1,TRUE,2/5/1989
-8135,<HSO4,FALSE,4/5/1989
-6545,FA72R,FALSE,8/5/1989
-5325,2F?FK,TRUE,12/5/1989
-7516,???3/,TRUE,12/5/1989
58,6HJLZ,TRUE,15/5/1989
-6755,JFKES,FALSE,19/5/1989
3260,TN<@5,FALSE,21/5/1989
6412,TC9;R,FALSE,22/5/1989
9956,IS:;2,FALSE,25/5/1989
-7955,8N<QU,TRUE,27/5/1989
-4686,@Y.??,FALSE,1/6/1989
1936,0.RWP,TRUE,3/6/1989
-5668,.=1UD,FALSE,4/6/1989
1812,<04LO,FALSE,5/6/1989
-2891,EO71Y,FALSE,5/6/1989
1180,5<KJP,TRUE,21/6/1989
9922,/SCDF,FALSE,22/6/1989
-2796,R-O@5,FALSE,27/6/1989
1824,0C.G2,TRUE,27/6/1989
1759,;4YD5,TRUE,2/7/1989
4075,?:=QL,FALSE,3/7/1989
-8076,@ZO?F,FALSE,10/7/1989
-608,F.XHX,FALSE,12/7/1989
6998,ITAHE,TRUE,12/7/1989
-8224,.Z>:F,FALSE,17/7/1989
-5575,LCS5I,FALSE,17/7/1989
-944,04.93,FALSE,28/7/1989
8112,=O/FD,TRUE,2/8/1989
316,@;.XE,TRUE,3/8/1989
7859,J3@8C,TRUE,5/8/1989
-6260,MJU-K,FALSE,7/8/1989
-9,-F/MN,TRUE,23/8/1989
-4265,QC-88,FALSE,24/8/1989
-9462,/00RT,TRUE,24/8/1989
9146,GN@7L,FALSE,25/8/1989
994,JDF2-,FALSE,5/9/1989
-5258,0WYWE,TRUE,9/9/1989
-2231,C6Q.<,FALSE,13/9/1989
2581,>1V2X,TRUE,13/9/1989
4091,;F5H7,FALSE,14/9/1989
-7827,1?5ZN,TRUE,15/9/1989
4479,>9/RY,TRUE,25/9/1989
-7612,XW4<@,FALSE,26/9/1989
-1831,=KQO/,TRUE,7/10/1989
9535,4=500,FALSE,10/10/1989
-7454,TX;4>,FALSE,11/10/1989
-8325,AN;8-,TRUE,13/10/1989
-2965,1XD>:,TRUE,15/10/1989
5017,C6;SP,TRUE,16/10/1989
7975,6MMA4,FALSE,24/10/1989
5010,WL7M6,FALSE,25/10/1989
9407,A72WI,TRUE,25/10/1989
5892,.K3OD,FALSE,26/10/1989
-9037,AI1E/,FALSE,26/10/1989
2384,L-.T=,FALSE,27/10/1989
-6913,IQR76,FALSE,1/11/1989
5240,=8:8K,FALSE,4/11/1989
-5881,15OWY,FALSE,7/11/1989
4168,=GBY<,FALSE,8/11/1989
-2134,-6MBR,TRUE,12/11/1989
245,>H/B?,TRUE,13/11/1989
-8031,13C-L,TRUE,15/11/1989
8560,Q3XMC,FALSE,16/11/1989
-2324,JC61B,FALSE,21/11/1989
9609,FZY87,FALSE,23/11/1989
-8163,0?=-5,FALSE,24/11/1989
-3351,KYJGV,FALSE,24/11/1989
-1170,?C5>U,FALSE,26/11/1989
1347,43.JF,TRUE,2/12/1989
-7826,024HK,TRUE,16/12/1989
-5708,CG79Y,FALSE,17/12/1989
7768,KI8J2,FALSE,19/12/1989
-7867,EABOP,TRUE,23/12/1989
649,U1EPX,FALSE,25/12/1989
-6248,-4PXS,FALSE,2/1/1990
-1429,7.QX3,TRUE,3/1/1990
-2366,3XMPH,TRUE,5/1/1990
3658,/WYGK,TRUE,10/1/1990
8983,YC5LN,FALSE,14/1/1990
-6882,6SFSK,FALSE,15/1/1990
8297,Z?WT4,FALSE,16/1/1990
-9411,AUMTF,TRUE,20/1/1990
1940,8M@K;,FALSE,27/1/1990
9151,X1ZPF,FALSE,3/2/1990
7743,JUIU1,TRUE,3/2/1990
-522,WWOS@,FALSE,7/2/1990
-8833,MAFC?,FALSE,10/2/1990
857,C9III,TRUE,10/2/1990
8407,IM33;,FALSE,15/2/1990
-5650,EOU2L,TRUE,16/2/1990
7874,:5Y0S,FALSE,23/2/1990
-6858,WTUHJ,FALSE,5/3/1990
5977,57CY5,TRUE,25/3/1990
-7321,CBV0C,TRUE,25/3/1990
1760,P0CJD,FALSE,5/4/1990
-5291,5JQUO,TRUE,6/4/1990
-2704,K5PT@,FALSE,7/4/1990
2214,8Y=6Z,FALSE,12/4/1990
5564,>YQHH,TRUE,12/4/1990
-5901,4<D-B,TRUE,14/4/1990
-2585,7<9=C,FALSE,22/4/1990
9099,LIPWE,FALSE,3/5/1990
-8206,GFZ3@,TRUE,5/5/1990
1311,.@UT3,TRUE,6/5/1990
-8021,G751V,FALSE,7/5/1990
-4433,;TFW/,TRUE,9/5/1990
6822,H?-L2,FALSE,10/5/1990
8315,.XINP,TRUE,11/5/1990
4189,<VTUA,TRUE,17/5/1990
3797,929WC,FALSE,18/5/1990
8544,-0N7Z,TRUE,18/5/1990
3260,@GQAY,TRUE,20/5/1990
-9945,/X;2E,FALSE,26/5/1990
-7090,751;V,FALSE,26/5/1990
-234,<=YYC,FALSE,3/6/1990
-3187,5O1HR,TRUE,8/6/1990
-1386,;9V-U,FALSE,10/6/1990
9003,A96-Y,TRUE,10/6/1990
-9794,47J?=,FALSE,11/6/1990
-8136,3Y2>N,TRUE,13/6/1990
-8226,CP<F=,FALSE,14/6/1990
780,7TYCE,TRUE,14/6/1990
8790,Q04JF,FALSE,20/6/1990
-2972,F31LR,FALSE,21/6/1990
3150,:LLIP,FALSE,23/6/1990
-7466,2ZV9J,FALSE,5/7/1990
2824,SZT66,FALSE,17/7/1990
6167,8L5DA,TRUE,27/7/1990
8315,=TLJ4,FALSE,5/8/1990
270,I=-:C,TRUE,8/8/1990
-2871,/59HR,FALSE,10/8/1990
3610,W-JRG,FALSE,11/8/1990
2378,/>HVF,FALSE,15/8/1990
9706,40GT2,TRUE,15/8/1990
2158,ENR7R,FALSE,17/8/1990
7445,</MY:,FALSE,18/8/1990
-8183,7N;B9,FALSE,1/9/1990
6059,<3I.V,TRUE,1/9/1990
-1626,UH@CE,FALSE,3/9/1990
1331,/TNF5,FALSE,5/9/1990
-4920,KY;W.,FALSE,6/9/1990
-3086,NP9W1,FALSE,8/9/1990
6791,ZKBSH,FALSE,8/9/1990
-9690,AQ1BO,TRUE,9/9/1990
-512,0EU6/,TRUE,14/9/1990
-454,<VS0V,TRUE,15/9/1990
-2649,02EJ1,FALSE,2/10/1990
-6781,0XEE/,FALSE,11/10/1990
9683,ML4J;,FALSE,14/10/1990
2710,>OT91,TRUE,17/10/1990
3123,8D@?0,FALSE,5/11/1990
4450,V0-PC,FALSE,11/11/1990
-1715,4SF;P,TRUE,14/11/1990
-6978,=WDH?,TRUE,14/11/1990
9996,YE:<?,FALSE,16/11/1990
2636,EY<G5,TRUE,24/11/1990
-3921,5Q.69,FALSE,8/12/1990
-9724,UXTUM,FALSE,8/12/1990
-3793,DQWZV,TRUE,9/12/1990
-3782,0K7XY,TRUE,11/12/1990
-9707,:IBUC,TRUE,21/12/1990
-1304,H@RH.,FALSE,27/12/1990
1392,ALB>E,FALSE,4/1/1991
-5213,-L:UJ,TRUE,4/1/1991
-7902,K<-D1,FALSE,10/1/1991
-8754,4?1AB,TRUE,10/1/1991
7829,5GBF6,FALSE,13/1/1991
5521,J75JZ,TRUE,13/1/1991
3889,5KJZP,FALSE,16/1/1991
2425,-5QAA,TRUE,16/1/1991
-9557,;MU1=,FALSE,18/1/1991
-4400,TFA3Q,FALSE,25/1/1991
-2009,=VVO2,FALSE,6/2/1991
-3234,;KM5;,TRUE,6/2/1991
1647,2PP62,TRUE,9/2/1991
-8554,74BVD,TRUE,13/2/1991
1064,M<D>7,FALSE,27/2/1991
-4788,BNA57,FALSE,1/3/1991
872,ABHQK,FALSE,4/3/1991
6552,RIRAV,FALSE,4/3/1991
-2993,A09L6,FALSE,5/3/1991
-6321,1ZL6.,TRUE,9/3/1991
9571,TP>22,FALSE,13/3/1991
-5496,H?LCW,FALSE,14/3/1991
2869,MRWA4,FALSE,16/3/1991
4560,?2L-A,FALSE,19/3/1991
-4377,<-PQN,TRUE,19/3/1991
9602,4/U>F,FALSE,21/3/1991
3122,9IYY:,FALSE,22/3/1991
-7947,4RAJT,TRUE,22/3/1991
-7214,@TEEP,TRUE,24/3/1991
8260,E:2LH,FALSE,2/4/1991
1409,@RX=@,TRUE,3/4/1991
-3561,7@D01,FALSE,8/4/1991
3414,UO7W6,FALSE,10/4/1991
6319,;T;JF,FALSE,11/4/1991
1456,94GD0,TRUE,11/4/1991
-7262,9KGI:,FALSE,12/4/1991
5346,E0:QJ,FALSE,13/4/1991
8689,FDKYZ,TRUE,14/4/1991
-9793,=::PJ,TRUE,15/4/1991
-1794,=-PC>,FALSE,17/4/1991
7973,D?MQH,TRUE,18/4/1991
4216,C>CKR,TRUE,19/4/1991
-5645,KQMC?,FALSE,21/4/1991
-3345,;D2;?,FALSE,2/5/1991
-4858,>U28E,FALSE,3/5/1991
1233,=BS=R,FALSE,9/5/1991
6177,7VH<2,FALSE,11/5/1991
4118,UU064,FALSE,11/5/1991
-2282,9TWU1,TRUE,12/5/1991
8854,=NL@/,FALSE,13/5/1991
2125,6E3Z5,TRUE,13/5/1991
8279,@>KB3,TRUE,13/5/1991
8291,C2P-N,TRUE,20/5/1991
-6244,4>VHP,TRUE,25/5/1991
-5052,P7YRW,FALSE,7/6/1991
-2416,50UAH,FALSE,9/6/1991
-4950,.OMO/,TRUE,11/6/1991
-4694,:>YNA,TRUE,11/6/1991
4194,35JCB,FALSE,16/6/1991
-4535,8MNQT,TRUE,17/6/1991
6893,EDHR;,FALSE,18/6/1991
-3702,A:EHP,TRUE,19/6/1991
8327,YR<.R,FALSE,20/6/1991
1313,;9D79,TRUE,22/6/1991
-5853,7I>XL,FALSE,28/6/1991
9178,.?Y2H,FALSE,1/7/1991
-1246,5?<SX,FALSE,1/7/1991
-4600,6FJ>T,FALSE,6/7/1991
9623,J5N?4,FALSE,8/7/1991
-5874,JE:L7,TRUE,8/7/1991
-6108,:ER7V,FALSE,11/7/1991
-7376,61S/R,TRUE,13/7/1991
-125,80<BJ,TRUE,15/7/1991
439,08L:5,TRUE,17/7/1991
7022,;9U4Y,FALSE,23/7/1991
-5903,/391Y,TRUE,26/7/1991
-5127,ZZP>=,FALSE,5/8/1991
9543,B9HHG,TRUE,19/8/1991
1078,K0Q3P,FALSE,21/8/1991
3854,2U/A=,TRUE,21/8/1991
-843,33Y@2,FALSE,23/8/1991
1446,8HV=F,TRUE,24/8/1991
-3411,<>-PB,FALSE,25/8/1991
574,K5E.T,FALSE,27/8/1991
-1848,J8=T6,TRUE,28/8/1991
-3948,BKN2A,TRUE,3/9/1991
-1835,?EMNK,TRUE,7/9/1991
5893,SVLH3,FALSE,10/9/1991
-2330,>1STZ,TRUE,12/9/1991
-5193,5R=-L,TRUE,14/9/1991
8477,-WB3J,TRUE,17/9/1991
4346,7UWM0,TRUE,22/9/1991
597,0R38.,FALSE,26/9/1991
3277,;-/Z2,TRUE,28/9/1991
-5320,FMF@U,TRUE,8/10/1991
7706,;F33C,TRUE,9/10/1991
-7711,<ZIDW,TRUE,19/10/1991
3106,-:OQ6,TRUE,24/10/1991
4044,3DY=F,TRUE,11/11/1991
9956,WV0?X,FALSE,15/11/1991
4081,9QMW8,TRUE,26/11/1991
9281,25?DQ,TRUE,3/12/1991
9061,/CLHR,FALSE,5/12/1991
886,HVZQ>,FALSE,7/12/1991
-9920,O=<?S,FALSE,9/12/1991
-5618,7CH15,TRUE,12/12/1991
8373,5?0G1,FALSE,19/12/1991
5295,8N:>V,FALSE,3/1/1992
9638,C4;ZT,FALSE,6/1/1992
8945,@C8M=,TRUE,15/1/1992
-7789,=4RZC,TRUE,16/1/1992
3574,?.<K>,TRUE,18/1/1992
-9290,1MYZ2,FALSE,20/1/1992
-8696,1G<39,TRUE,25/1/1992
-6037,5<2J7,TRUE,9/2/1992
-2824,;:5Q1,TRUE,9/2/1992
-7344,HE<?P,FALSE,10/2/1992
9259,M5FOS,FALSE,11/2/1992
-3852,ZIZO2,FALSE,13/2/1992
6984,M:U>V,FALSE,15/2/1992
-8348,XSA;>,FALSE,15/2/1992
4910,2KW5A,TRUE,17/2/1992
9245,;KR0?,TRUE,23/2/1992
-8865,2GLEL,TRUE,27/2/1992
2445,IHAJQ,TRUE,27/2/1992
5759,.H99A,TRUE,6/3/1992
4377,6>@RV,TRUE,9/3/1992
-5833,89<E-,FALSE,12/3/1992
-942,CAXQX,FALSE,17/3/1992
8514,O1@?T,FALSE,17/3/1992
2178,/.FBR,FALSE,23/3/1992
5935,.>MYD,TRUE,28/3/1992
-5384,6-9GH,FALSE,2/4/1992
572,LM2XM,FALSE,2/4/1992
8288,3ZEI>,FALSE,7/4/1992
2692,.EE43,TRUE,7/4/1992
-7924,RZGL@,FALSE,15/4/1992
3958,@L-8:,FALSE,21/4/1992
4131,KYO@?,FALSE,28/4/1992
767,O6HN@,FALSE,28/4/1992
-8606,6A6H1,TRUE,2/5/1992
5801,;R48?,FALSE,4/5/1992
-3901,A3E.8,FALSE,7/5/1992
-8452,J/35T,FALSE,11/5/1992
8926,TOQ2F,FALSE,13/5/1992
5005,@4X44,FALSE,15/5/1992
4887,RT=9=,FALSE,20/5/1992
741,IDC1-,FALSE,23/5/1992
-9960,7>?8R,TRUE,23/5/1992
3594,4NPS-,FALSE,27/5/1992
7041,0PH>.,TRUE,28/5/1992
-3699,>55M?,FALSE,2/6/1992
-1253,7KRQH,FALSE,5/6/1992
