campo1,campo2,campo3,campo4
-2379,<-Y@U,TRUE,3/12/2012
-5275,MAZL=,FALSE,23/3/2000
5381,JV::V,TRUE,22/10/2002
2396,6W-ZI,TRUE,21/8/1981
8317,E:66F,FALSE,7/1/2004
-5664,@>C3A,TRUE,11/11/2010
530,99IQE,TRUE,5/4/2015
1871,HL0><,TRUE,21/4/2011
-3694,QXAT.,FALSE,25/1/1986
-9183,@N.DN,FALSE,9/12/2003
-2338,AN4EZ,FALSE,24/5/1995
3484,37E-X,FALSE,22/3/2000
1748,HUK;0,FALSE,11/4/2010
8990,YTX7X,TRUE,18/2/2002
3065,BD3Q<,TRUE,22/9/2015
8209,TNK97,FALSE,24/3/2015
-8468,S3N=U,FALSE,28/7/2009
-2204,Z?D-K,FALSE,11/2/2002
-1583,XBA9@,TRUE,12/4/1990
-1436,3HHL;,TRUE,14/4/2007
-9827,:C<?D,FALSE,11/12/2017
4707,O0I43,FALSE,1/8/1986
-9606,G;R<P,FALSE,6/10/2000
5465,IF7KR,FALSE,19/9/2017
530,3V/HZ,TRUE,5/10/1988
6127,5JS6@,FALSE,1/11/2016
4357,H/FQB,TRUE,18/9/1983
6038,/FOMW,FALSE,9/2/2004
-3890,R9/SI,FALSE,3/2/2010
8099,G611:,TRUE,21/3/2005
2915,75GX=,TRUE,21/3/1986
1412,ESDRC,FALSE,6/3/1989
6652,FQNS4,TRUE,21/12/2000
4044,3DY=F,TRUE,11/11/1991
8837,PW;S0,FALSE,20/7/1986
-6483,RUR/K,TRUE,14/12/1994
-5858,V98<E,FALSE,19/11/1982
-5130,0NOLD,TRUE,11/2/1980
7305,91VFI,TRUE,17/11/2011
-707,Q26YL,TRUE,19/1/1989
4938,-78.Z,TRUE,22/5/2002
7685,071E?,TRUE,18/11/1993
-7047,9<>KO,FALSE,12/7/2005
7117,26B@@,TRUE,24/4/2003
4189,<VTUA,TRUE,17/5/1990
-4072,9U@DR,TRUE,16/3/1994
-4917,OZ@67,FALSE,8/11/1981
-8061,IVL=W,FALSE,25/10/2016
-7621,J1XKS,TRUE,27/8/2009
9245,;KR0?,TRUE,23/2/1992
4530,<R5@?,TRUE,10/12/1992
-8494,Q6/KR,TRUE,6/12/1981
-4755,TRCJ9,FALSE,28/5/1997
-6037,5<2J7,TRUE,9/2/1992
6719,ES4.U,FALSE,14/2/1988
8244,C@Q1-,FALSE,28/12/1985
-9401,?7:>N,FALSE,27/2/1988
3386,Y:X3>,FALSE,18/7/2009
-5304,@BBZ2,TRUE,5/1/1981
-994,1RV4P,TRUE,4/7/2011
7570,=4N00,FALSE,25/12/1997
1477,OMR8D,TRUE,9/10/2003
6726,9UOW0,FALSE,10/7/1983
37,W;H;K,TRUE,23/3/2017
8654,7@.AU,TRUE,13/6/2011
8570,?DVOX,FALSE,9/7/1998
-174,Z=SRF,FALSE,1/2/2005
5470,?6W?Y,TRUE,11/7/1983
2165,NPWO7,TRUE,24/12/1995
-7867,EABOP,TRUE,23/12/1989
-5978,Y>PJK,TRUE,9/9/1981
-314,9=XIN,FALSE,12/4/2017
3726,KRJ.G,FALSE,20/8/1980
1905,:EM=.,TRUE,3/4/2000
7258,C@FOP,FALSE,1/5/1997
-474,Z@D=2,TRUE,19/1/1995
4148,/BY34,FALSE,7/8/2013
4319,I:3VP,FALSE,1/10/1998
6390,4;/=C,TRUE,14/1/2015
-8859,89FW@,FALSE,11/7/1984
6349,6OM:C,TRUE,9/9/2014
9897,9.AFD,FALSE,26/11/1993
3540,/W.9I,FALSE,26/5/2004
7116,FWOIM,TRUE,14/3/2002
2410,>2SK?,TRUE,15/3/1981
7716,AQ@JI,FALSE,25/5/2007
-7583,O1KJF,TRUE,8/3/2002
1705,1LDH=,TRUE,2/11/2012
5426,YUZB4,FALSE,19/5/1986
-3029,39YB@,TRUE,8/4/2011
769,PKP2F,FALSE,5/11/2015
-3205,H0NA=,FALSE,25/7/1998
-5956,J8<C<,TRUE,15/1/1987
5041,XMVI4,TRUE,13/3/1987
7744,LH?KT,TRUE,1/6/2008
4621,YUC@8,TRUE,23/11/2010
5639,BMZ@X,TRUE,2/10/1981
-2671,I0N:Y,FALSE,14/10/1993
-507,7;08/,FALSE,17/4/1987
-52,8W7LC,TRUE,24/10/1996
-1507,<0>WK,FALSE,22/1/1997
-8597,U05B.,TRUE,18/6/2003
8421,S3Q4Z,TRUE,2/3/2009
5889,FCVBT,FALSE,5/3/1997
-5808,DTZ?E,FALSE,20/2/2014
-8611,X74G<,TRUE,7/9/1998
9869,ER5ZF,FALSE,16/7/1981
9671,/BQMU,TRUE,17/12/1987
6554,:ICFF,FALSE,20/8/1980
4117,MHH/D,FALSE,6/2/1981
-9405,>F?9<,TRUE,7/3/2013
9370,JAZ=S,FALSE,1/7/2010
-8459,KX><N,TRUE,16/11/1987
2122,BEYSQ,TRUE,3/4/1995
-5466,ZYDFK,TRUE,5/6/2013
-4285,30U@C,FALSE,5/5/2014
7878,HUPL:,TRUE,18/9/2011
2316,FURGF,TRUE,8/9/1995
-603,H<DFL,TRUE,6/10/2014
7549,VW5B1,TRUE,14/7/2006
-7098,71ARZ,TRUE,12/8/1992
-7048,K19@K,FALSE,5/12/2000
7943,:L5E4,TRUE,16/9/1997
-8696,1G<39,TRUE,25/1/1992
5283,N9D1.,TRUE,15/1/1995
7635,7GJXT,FALSE,2/7/2001
7586,PCB4?,FALSE,15/4/1981
1063,?3W=K,FALSE,4/12/2008
3060,B6DTX,FALSE,13/12/1984
262,H/;YC,FALSE,9/2/1980
-1230,@PZ=@,FALSE,3/5/2015
7348,8NG>Z,TRUE,5/3/2008
-1769,=N>WN,TRUE,6/9/1981
-8527,I709;,TRUE,26/4/2002
917,D.1ZA,FALSE,27/1/2002
-1596,?WEV2,FALSE,6/6/2010
-2721,1/AU<,FALSE,1/6/1985
1707,E1R9U,FALSE,21/3/1988
-2710,UM=;X,FALSE,24/1/1983
2224,WUE1G,TRUE,1/10/1992
9551,4-G1W,TRUE,18/12/1992
-3272,IYU>S,FALSE,28/8/2000
9426,0U/MO,TRUE,9/3/1996
-6849,62WLW,TRUE,3/7/1983
-2383,M8?MQ,TRUE,18/8/2004
-3661,>EUZ8,TRUE,23/2/2002
5382,R0KTC,TRUE,13/12/1987
2080,.83B5,TRUE,3/8/2016
-7857,;0U>Y,FALSE,15/11/2003
5295,8N:>V,FALSE,3/1/1992
173,XOSE-,FALSE,15/10/1993
-1928,BMP;P,TRUE,21/9/1997
-4109,IR=6G,FALSE,7/5/2004
8921,IO2-L,TRUE,19/6/1987
8145,JKC?-,TRUE,5/7/2001
7773,6BD.M,TRUE,20/11/2003
-1026,/MZ?A,TRUE,5/6/1987
-8662,94T@R,FALSE,28/10/2008
2930,9VXUZ,FALSE,22/10/2003
-6781,0XEE/,FALSE,11/10/1990
8913,4:WGE,FALSE,1/9/2003
-7037,@1L.R,FALSE,23/2/1999
-7333,6V51I,TRUE,16/1/1999
-2301,6D/@2,TRUE,22/5/1986
4414,:T850,TRUE,1/4/1985
-7826,024HK,TRUE,16/12/1989
-9241,9BA-8,TRUE,7/10/2012
-3635,J;M<U,FALSE,28/8/2003
911,30@B<,FALSE,28/4/2006
5799,Y1?8/,TRUE,20/4/1995
7399,Z46XG,FALSE,11/10/1986
-3597,8A5KN,TRUE,1/2/2007
-119,.<Q54,FALSE,19/11/1996
-902,>?;0H,FALSE,25/12/1993
-7751,E6VP7,FALSE,28/10/2000
-6671,QLSD.,FALSE,6/10/1998
-7130,02TRQ,TRUE,23/6/1998
-2639,E8P32,TRUE,12/2/1983
1297,ZJWY<,TRUE,5/10/1990
-3421,AD2:E,TRUE,18/11/2016
3257,C1.53,TRUE,9/3/1987
5017,C6;SP,TRUE,16/10/1989
-9300,00-1@,TRUE,2/10/2013
-8395,8PL86,FALSE,17/7/2012
-2015,TL3L?,FALSE,3/8/1993
-6622,:=HSD,FALSE,9/2/2017
-9766,.=-K.,TRUE,20/11/2003
-3410,DNJ=X,FALSE,3/10/2011
-2952,XGTUH,TRUE,1/8/1985
-550,ZIW:L,FALSE,10/10/2015
-864,DC2U<,FALSE,13/2/1981
1355,QIQP?,TRUE,25/11/1983
-1265,Y>M<6,FALSE,15/11/2008
-5796,P8DZV,FALSE,21/5/1995
-3112,R/:O4,FALSE,25/7/2017
3531,L;VFM,TRUE,15/5/1996
4647,YZJUP,TRUE,1/12/2013
9993,0D691,TRUE,4/4/2009
9712,P4RHI,TRUE,7/7/1982
8206,7R41-,TRUE,4/7/1994
-2965,1XD>:,TRUE,15/10/1989
-2047,BT665,TRUE,13/8/2003
9668,=ZEZF,FALSE,5/2/1985
-6990,B<6QV,FALSE,17/5/1983
7988,BYAM5,TRUE,20/12/2009
-6206,AGQQ-,FALSE,4/3/2001
8647,:N8G=,FALSE,18/12/2010
-6646,39<=/,FALSE,1/12/2005
-5976,JP:/>,FALSE,15/4/1984
4401,@1T3K,FALSE,25/2/2001
-6745,WDW2G,FALSE,13/7/1996
-3554,P2G/H,TRUE,27/12/2005
6923,>A>N5,TRUE,12/3/2004
-8230,EOKK<,TRUE,13/8/1984
6012,A/DAE,TRUE,21/6/2002
6755,ECQIW,TRUE,2/10/2011
-8135,<HSO4,FALSE,4/5/1989
-1285,0<G10,TRUE,4/1/1982
6446,;Z2DY,TRUE,17/6/1981
1027,QY87X,FALSE,11/6/1981
-1637,=CTFH,FALSE,21/10/2000
-4683,4MAXK,FALSE,9/5/1996
8577,FGZ1K,TRUE,23/5/1987
-5462,D3S;N,TRUE,10/12/2015
-8636,8MSZ0,TRUE,17/8/2003
-5388,S7P68,FALSE,3/10/2015
377,YE83B,TRUE,17/10/1983
-512,0EU6/,TRUE,14/9/1990
-6573,4TSV7,TRUE,7/6/1984
-9139,BRQ.>,TRUE,28/11/2016
-6670,XH:-8,TRUE,11/5/1986
-3265,1CTRX,TRUE,7/4/2017
3629,O?R05,TRUE,16/11/1989
-7229,?LV?S,FALSE,19/12/2014
-1100,W/8IP,FALSE,21/6/2005
6469,0NZ-B,TRUE,19/7/2007
3184,>0C-.,FALSE,4/7/2013
5822,03X4W,FALSE,12/9/2003
1313,;9D79,TRUE,22/6/1991
-8758,.RXWG,FALSE,22/7/1999
-8447,HP3<X,TRUE,15/10/1995
-4741,O-43@,TRUE,10/6/2014
4986,JNDNL,FALSE,7/11/1987
-4344,7OU?I,FALSE,8/2/2006
9690,YB6>P,TRUE,21/4/1981
-1035,>/WK=,TRUE,3/2/1980
-7682,6QRIM,TRUE,27/8/1992
-9794,47J?=,FALSE,11/6/1990
1300,7QS<V,TRUE,28/4/1981
-3945,1S<X0,FALSE,3/4/2011
8672,KL44G,FALSE,13/8/2004
-1038,T/1FI,FALSE,22/4/2003
1850,BHV?A,TRUE,20/6/1985
3681,IK;4U,TRUE,22/11/2014
7709,=V3W@,TRUE,28/7/2015
-6125,-KL=A,FALSE,21/8/2016
-9395,5D;>-,TRUE,13/3/2001
2760,4AHY3,TRUE,16/3/2009
968,<G3W5,TRUE,6/2/2004
-4167,UL:X;,TRUE,10/5/1996
-4631,.B2R/,TRUE,26/12/2014
7891,PDEB?,FALSE,2/7/2003
-1655,/8B/O,TRUE,24/2/2005
8327,YR<.R,FALSE,20/6/1991
-8722,DJ7LG,TRUE,16/6/1996
3755,XHDT;,FALSE,12/10/1998
-6673,5:0R-,FALSE,15/2/2015
-7667,?0;X6,FALSE,13/7/1998
-9811,B2K2>,TRUE,14/8/1997
8857,WJ/PE,FALSE,6/6/1986
8481,6HQ==,FALSE,11/6/2003
-928,AZRKU,TRUE,18/11/2000
9661,SFT;A,FALSE,22/5/2017
-1809,EEEH8,TRUE,11/3/1996
5151,WZ?5=,TRUE,4/1/2007
9529,-.JP3,TRUE,8/1/1984
6099,FQ0@L,TRUE,1/6/2016
4820,-@.3:,TRUE,21/9/2013
-191,:H<O@,TRUE,1/6/1986
-1579,=3EP1,FALSE,26/1/2010
2497,GAALC,TRUE,21/11/1985
662,>Z/O3,FALSE,25/4/2012
-5292,70XYT,FALSE,24/7/1985
6048,1D@-2,TRUE,8/10/1988
-4863,N31.N,TRUE,19/12/1985
-6736,9F?I:,FALSE,14/8/2016
-8792,DJ3OZ,TRUE,10/2/1987
8477,-WB3J,TRUE,17/9/1991
6514,SU>;A,TRUE,10/10/2009
4721,:<?ZI,FALSE,6/4/2004
-2963,AMCJI,TRUE,26/10/1996
2741,KM=/@,TRUE,6/3/2006
6265,G?<BF,FALSE,22/12/2006
-353,I3JNF,FALSE,28/10/1987
-8251,9GGPU,FALSE,9/5/1995
2655,W5O@J,TRUE,21/9/1985
2802,R5=R0,FALSE,6/5/2008
-4325,L<C;S,FALSE,23/9/1995
-9981,W:JAG,TRUE,25/6/1984
9480,4R9.K,TRUE,21/9/2004
-7007,:3G;R,FALSE,13/3/1981
1908,C0N89,FALSE,6/6/2008
9251,LTD:W,TRUE,13/12/2007
-8131,--W-T,FALSE,3/5/1995
-8728,?F0CN,FALSE,1/12/2006
9832,V8W@6,TRUE,18/3/2017
8751,BWIJ<,FALSE,11/1/1983
-2647,HGXB-,FALSE,9/1/1986
-2338,;U5T8,TRUE,13/7/1993
9594,VK-B5,TRUE,21/7/2013
6505,W2MGA,FALSE,9/1/1984
521,L=WRP,TRUE,28/1/2001
404,I=9VK,TRUE,28/1/2009
6555,E4QIP,FALSE,13/1/1986
-2213,Y<@Z=,FALSE,10/10/2014
3699,=0@-;,FALSE,8/2/2012
5645,QMD.Y,FALSE,19/10/2006
9211,JS4;8,TRUE,10/5/1982
-1057,E9H>Q,TRUE,18/8/2010
9108,XJISM,FALSE,6/1/2008
-6159,G?KOA,TRUE,19/12/1982
4253,F9RC<,FALSE,2/2/1996
-1687,3LJQ-,TRUE,19/10/1995
-6456,XFJCM,FALSE,16/1/1988
8089,BN/TJ,FALSE,2/8/1994
-7889,383LR,TRUE,4/5/1988
245,>H/B?,TRUE,13/11/1989
5740,4-22Q,TRUE,10/4/1986
7660,EIUAJ,FALSE,7/7/1996
-8138,;VE7?,FALSE,10/1/2017
6528,;E<4R,TRUE,18/6/2004
-4839,O4CVE,FALSE,10/7/2014
9661,NC.O5,TRUE,18/2/1991
8179,A345I,FALSE,1/9/1998
-3435,J421X,FALSE,2/9/2013
589,F.PHC,TRUE,11/12/2006
1699,QO9M8,FALSE,6/5/1981
-7661,>=O1Q,FALSE,27/7/1981
8525,>RB@V,FALSE,4/3/1994
8589,.N:E.,FALSE,23/5/1997
1433,MK.5L,FALSE,2/9/1992
-4028,YF2DS,TRUE,4/5/1999
6734,8JTXL,TRUE,4/12/2004
-1371,HXPH0,FALSE,17/11/2012
-7022,;VIM.,FALSE,27/7/1984
-2785,5//LW,TRUE,17/8/2004
-9538,M1SV-,FALSE,21/7/1981
-1876,7DXWO,TRUE,3/7/2002
7078,D@P4F,FALSE,2/6/1995
-1976,Z9L:E,TRUE,26/2/2011
8364,X=AWE,FALSE,10/5/1985
-4719,AAVI;,TRUE,26/3/1998
2975,W>A0T,TRUE,7/3/1989
4791,E8G/;,FALSE,10/5/1994
1613,ZP?S.,FALSE,1/11/1999
3333,R0J4I,FALSE,11/6/1980
3746,XKU?N,TRUE,20/4/1989
-1338,><6:A,FALSE,3/1/2017
-7018,R56M>,TRUE,21/10/1995
-2416,50UAH,FALSE,9/6/1991
-6467,F;<OT,FALSE,14/5/2012
947,;W2?Z,FALSE,12/9/1996
-3019,.WKAQ,TRUE,9/9/1988
-7541,T0FZH,FALSE,26/6/1992
609,A.C7P,TRUE,7/7/1993
2987,:R/8H,TRUE,26/3/1983
-497,3-3O>,TRUE,7/7/2002
9978,0AHFC,TRUE,10/5/1983
-627,C=I40,FALSE,4/12/2015
3799,NLJXF,FALSE,13/2/1997
-706,85AUB,FALSE,5/7/1994
2263,L;BB3,FALSE,22/9/1981
-3842,9UXI=,FALSE,25/11/2006
-6542,M;8J9,TRUE,1/7/1992
4927,RA:K:,TRUE,11/1/1993
-4199,=1/92,TRUE,8/10/2005
-2697,>B09K,TRUE,27/9/2015
-4780,JY/QD,TRUE,1/4/1999
-4013,T?Z>E,FALSE,10/4/1994
3965,@<RQ9,TRUE,27/5/2006
1003,Z7?2U,FALSE,9/3/2001
4841,/71>3,FALSE,9/5/1981
-2972,F31LR,FALSE,21/6/1990
-8804,G<Z3R,FALSE,4/3/1994
8530,>4R2Y,FALSE,12/4/2008
-7807,4PJ3E,TRUE,19/5/2009
1893,VDY3W,TRUE,24/9/1999
4378,E7PCA,TRUE,26/6/2005
-5342,@C:16,FALSE,8/12/2000
1317,<K1DV,FALSE,10/11/2008
6576,.50E?,TRUE,8/9/1987
-1798,9U1RO,FALSE,28/1/2012
7913,CX;=O,FALSE,2/2/1980
-7682,6T2>E,FALSE,13/6/2003
5956,YU68W,FALSE,24/2/2010
-3175,HASVF,FALSE,6/12/2003
6998,ITAHE,TRUE,12/7/1989
-2243,3;90D,TRUE,21/12/2015
6859,:9A5Q,FALSE,20/12/2004
2204,-6A:S,FALSE,14/10/2002
2919,0T8V=,TRUE,7/1/2007
-2308,RB:UY,FALSE,9/11/2007
-3004,W0T0D,TRUE,3/4/1983
8549,LOV0M,TRUE,23/11/2000
344,>55I>,FALSE,19/7/2004
-6422,HB-ZE,TRUE,4/6/1993
-7517,0@H.I,FALSE,27/12/2003
-597,8/G=4,TRUE,9/5/1994
-2768,EBUPE,TRUE,8/7/1997
3415,XEL>8,TRUE,22/5/1996
-2649,02EJ1,FALSE,2/10/1990
9250,KK1TG,FALSE,19/11/2002
7771,5WX2.,TRUE,20/4/2014
-7079,GK9LC,FALSE,2/10/1997
-8136,3Y2>N,TRUE,13/6/1990
6323,UXU8-,TRUE,16/7/1989
343,2;4L7,FALSE,11/1/2003
1532,8921S,TRUE,8/11/1992
6731,>@?PE,FALSE,7/12/2006
8505,/E?8:,TRUE,2/7/1994
-7196,W3CK1,TRUE,12/2/2003
5602,UN2AE,TRUE,27/9/1996
-1227,61YV0,TRUE,22/2/1982
8341,C8PNG,FALSE,20/6/2003
6291,CI:FA,TRUE,10/4/1985
53,76Q.G,FALSE,10/8/1982
7810,.7LB8,TRUE,1/10/2013
6208,PCTP/,FALSE,19/1/1993
7458,XSL62,TRUE,2/6/2000
-5819,K>XY.,FALSE,8/6/1988
-7858,I7ZDA,TRUE,11/5/2004
-6424,3NYAF,FALSE,21/12/1997
-3584,G1FU?,TRUE,26/5/1988
-2706,EB/JE,FALSE,9/6/1987
3873,;JPWQ,FALSE,24/2/2010
-8241,SF<>X,TRUE,17/3/2016
-4601,Y3N<L,FALSE,17/4/1993
-3077,XRJXP,FALSE,4/7/2016
5951,FIK3I,FALSE,9/4/2002
2008,4>.AI,FALSE,7/2/2011
5935,I98MR,TRUE,8/10/2012
3437,HW6T.,TRUE,25/12/2002
8158,RG3AO,TRUE,7/11/1994
-3146,QICMR,FALSE,10/3/1980
-8572,8=J9S,FALSE,11/11/2016
4016,@4RO;,FALSE,14/8/2016
-1727,C7H77,TRUE,24/12/1986
-7952,5SGOG,FALSE,11/10/1985
-8467,SW<8Z,TRUE,18/10/1987
-814,>X=.O,TRUE,20/8/1995
-6196,GBSG8,TRUE,7/1/1995
7872,4GX=N,FALSE,11/1/2016
6322,T29?Y,TRUE,12/6/1991
1523,<L;4A,FALSE,3/4/2008
3220,K=RJ0,TRUE,2/12/1983
-2659,5?L7H,FALSE,8/10/1996
7535,AF5HH,TRUE,16/8/1981
-9846,7FZPT,TRUE,9/3/1989
6596,IGXCL,FALSE,11/1/2011
-3099,HM>T8,TRUE,19/11/1997
6364,E;<1B,FALSE,16/2/2017
-1734,RDCEX,FALSE,15/1/2015
1652,?3BJ0,FALSE,28/12/2011
2426,?;SQ?,TRUE,11/11/2003
-3167,TS6/L,TRUE,23/12/1998
-3968,=ISXC,TRUE,4/11/2005
-7495,P?9I1,FALSE,4/3/1984
-8538,;22FA,FALSE,19/9/1998
-8574,:KWY3,TRUE,4/2/1989
1886,H.WY-,TRUE,28/1/1985
5704,E3ZT?,TRUE,5/4/1998
9882,H;/MV,TRUE,11/7/2009
569,6P.W4,TRUE,27/12/1983
5652,Y402S,FALSE,2/11/2014
5388,48B=W,FALSE,14/2/2014
2334,2?NGP,TRUE,26/10/1986
502,MF>1Y,FALSE,19/8/1984
7660,B;BED,FALSE,18/7/2014
-5668,.=1UD,FALSE,4/6/1989
-7827,<@BVT,FALSE,1/12/2002
-141,QQP@U,FALSE,22/9/1993
6964,I:/JY,FALSE,21/12/2014
-3808,?J0RS,FALSE,16/9/1999
-9525,-ME0P,FALSE,2/8/2017
-3279,7PIFC,FALSE,28/6/1997
-4341,JIN>F,TRUE,19/3/2009
-1782,EZI4-,TRUE,28/4/1987
4987,1KLL;,TRUE,14/7/2007
-2721,7@@H<,FALSE,24/6/2014
-3630,X>Q=2,FALSE,9/11/2003
-9530,YD/2E,FALSE,22/9/1995
-4988,K2Q<R,TRUE,1/9/2014
7658,=WAOW,TRUE,7/7/2014
6356,5:D?E,FALSE,20/8/1999
4791,7CR3M,FALSE,4/7/1980
-5176,OIVFW,TRUE,28/9/1988
-8039,GHJ2Z,TRUE,5/8/1998
4695,HS0/7,TRUE,11/7/1998
-466,5WQEE,FALSE,12/12/2006
-6262,B?U9Z,FALSE,24/11/2012
-6772,IN?@2,FALSE,26/3/2007
-9781,1ISM6,FALSE,7/3/2015
8740,PSGX2,TRUE,7/7/1992
7550,Q561K,FALSE,2/7/2014
-107,YC;I3,TRUE,10/11/1985
110,KN0H4,TRUE,27/7/1994
-8187,EMRUO,TRUE,16/6/1992
-1378,WTH6;,TRUE,14/3/1980
6965,?9O;3,FALSE,3/8/2000
5965,Q?XCB,TRUE,2/10/2004
1794,@T:AA,TRUE,28/8/1985
9849,D98E5,TRUE,8/8/2015
-8620,JN-?6,FALSE,19/9/2013
4460,0C4PZ,FALSE,14/9/2000
-102,M=<2>,TRUE,9/5/2004
3487,72RK@,FALSE,16/5/2004
1359,4.@.C,FALSE,5/11/2009
-1893,Q7FMM,TRUE,1/11/2003
-5856,QRIOF,FALSE,16/8/2005
-1230,>LR7E,FALSE,8/2/2014
-3963,3Y.MX,FALSE,24/8/2013
9568,4/</H,TRUE,16/11/2011
-5156,WQU1<,TRUE,5/4/1995
-3951,B;N3G,FALSE,27/7/2004
2506,Z<;JO,FALSE,4/9/1985
5010,WL7M6,FALSE,25/10/1989
-4484,8:@3.,TRUE,14/5/1998
2775,FB-9Z,TRUE,24/5/1987
-992,ZKP9F,FALSE,6/7/1980
6207,PM817,FALSE,8/10/1997
376,NJ;KW,FALSE,24/10/1994
2371,AG>?O,FALSE,24/11/2006
-4289,07=-V,TRUE,5/9/2008
-7924,RZGL@,FALSE,15/4/1992
3724,/WS@=,TRUE,21/12/1992
-7035,V=504,FALSE,18/8/1997
1193,Q8G-=,FALSE,9/12/2015
-5802,?S6UL,FALSE,16/4/1984
-515,OSVQU,FALSE,9/6/1998
-299,55QX.,FALSE,7/2/2011
111,@=C6>,TRUE,21/10/2012
6870,F@ZCE,TRUE,8/4/1981
-828,7CJ/Y,FALSE,12/5/1983
-619,3FR54,TRUE,2/3/1985
2710,>OT91,TRUE,17/10/1990
-4831,<GN:3,FALSE,25/2/1988
-3511,JQ<R;,FALSE,5/8/2000
-1163,UWX59,FALSE,2/9/1983
654,DMWQ@,TRUE,17/6/1987
-7342,R@2JD,TRUE,24/6/2004
-3429,QGDD.,FALSE,27/4/2015
-160,55?<X,FALSE,1/11/2011
5838,GTU0Q,TRUE,3/8/2009
-1521,9Q6<M,TRUE,26/12/1993
-9167,P6-LT,TRUE,5/5/2006
-2231,C6Q.<,FALSE,13/9/1989
5359,POS1V,FALSE,28/9/1996
3616,DQZ>F,FALSE,24/6/1982
9797,5YI.8,TRUE,4/6/1988
-9824,@.WPH,TRUE,3/10/1988
3585,SC.3J,FALSE,1/4/2004
-4150,VI0OY,FALSE,21/7/2004
-2818,DMIE.,TRUE,18/1/2015
-4619,87HD.,FALSE,10/9/1982
809,7K=05,TRUE,8/7/1993
8146,0>.EK,TRUE,11/10/2007
7859,Z99QK,FALSE,28/2/2016
-5409,FL.33,FALSE,17/12/2014
1559,XXIKK,TRUE,27/5/2014
-5289,0/GGA,TRUE,3/2/1988
-6658,P@EGO,TRUE,11/4/1981
5460,0@E86,TRUE,10/9/2014
7629,7OC;B,FALSE,24/9/2017
6506,GO;@7,FALSE,8/5/2006
-2746,1JH/E,TRUE,16/4/2017
-5881,15OWY,FALSE,7/11/1989
-3156,BIU0B,TRUE,21/2/1994
354,C3M5H,TRUE,17/4/1983
8827,K7-=0,FALSE,3/1/1985
-3086,NP9W1,FALSE,8/9/1990
2154,Q>Q4J,TRUE,3/12/2003
-5892,ADONZ,TRUE,15/2/1983
-5957,0-8UW,FALSE,17/4/1985
-7256,BE?YY,FALSE,24/8/2009
-441,OY9?:,FALSE,13/10/2001
3398,Z/84<,TRUE,5/8/2000
-4115,YA;OO,FALSE,23/2/1998
1760,P0CJD,FALSE,5/4/1990
-7224,6WQTA,FALSE,17/6/2016
1029,:@P>L,FALSE,2/5/1985
1215,TS:70,TRUE,6/9/1992
-9021,6ES1Z,TRUE,8/3/1983
6170,7QEHL,TRUE,14/3/2006
-4415,=.5S;,FALSE,27/10/1998
-6951,U=E.W,TRUE,2/11/1997
-3597,F0UZE,FALSE,21/7/2006
3982,C<-C<,FALSE,25/12/2008
-4365,P>.6C,TRUE,13/1/1991
-5939,F09TD,TRUE,9/6/2008
6016,U;<CZ,TRUE,7/11/1986
-4606,K.B;8,FALSE,24/11/1982
-5815,BA-IY,TRUE,13/5/2002
1723,LN:EB,FALSE,20/8/1983
-206,=5RA9,FALSE,3/11/1992
7221,8N3D:,FALSE,20/2/1987
-9338,Y2.;?,TRUE,16/7/1988
-3054,PFZ0:,FALSE,6/8/2016
-3657,2-/L=,FALSE,11/1/1997
-5678,LXE@9,FALSE,8/4/2017
1637,L3=21,TRUE,4/5/2012
-8297,;3Q3:,TRUE,6/5/1981
-7453,4PN:=,FALSE,21/2/2007
6395,7.?VQ,FALSE,2/8/2005
1565,2DEJ0,TRUE,15/12/1983
-238,EBX>Q,FALSE,22/4/2011
4721,@GX>T,TRUE,1/10/2007
-8616,C:4HK,TRUE,25/10/2007
-315,AMO7<,FALSE,14/1/2015
8315,.XINP,TRUE,11/5/1990
-9208,U7WD2,FALSE,10/12/2002
-4139,@9TTA,TRUE,4/12/2017
-7079,AM0QY,FALSE,20/11/2011
-4639,;:ZT6,FALSE,7/8/1983
8314,KR/KL,TRUE,24/1/1987
-9562,JJ<8@,FALSE,27/11/2007
-3754,U5M<Y,TRUE,12/8/1992
5430,ZJH;K,TRUE,15/9/2012
-6158,K:EZ3,TRUE,13/6/2006
8009,TS417,TRUE,17/4/1984
-3351,KYJGV,FALSE,24/11/1989
6934,STUJK,TRUE,20/2/1994
-5483,9M3.G,FALSE,8/4/1985
-5261,1N7>:,TRUE,24/1/2005
9113,3K52S,FALSE,16/10/1983
-574,4DW55,TRUE,9/10/2015
7186,V?2I@,TRUE,24/3/1989
-4119,K?OUO,TRUE,9/2/2014
3797,929WC,FALSE,18/5/1990
1947,83JTY,FALSE,18/6/1982
-5171,AWXVR,FALSE,4/4/2007
5125,UNQTG,TRUE,28/8/2014
7030,WX3:?,FALSE,12/6/1981
-8498,TPU0:,FALSE,3/3/2013
5923,M6?@H,FALSE,4/4/2015
-2450,JA=H1,FALSE,15/8/2008
-7802,QD.9M,FALSE,10/11/2005
2407,/7NUD,FALSE,26/5/1980
-1129,1D9MU,TRUE,13/10/1987
-7672,WCAC0,FALSE,14/12/1983
-9619,-3XBN,TRUE,8/5/1986
2870,Y-/XI,TRUE,2/9/2006
-567,Q<1BZ,TRUE,25/1/1991
7434,@FGA1,TRUE,26/3/1984
